teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
537;Milwaukee Bucks;82;28;54;0,341;3971;8172;3121;6714;46,5;524;1472;35,6;1406;1919;73,3;941;2272;3213;1771;1240;587;224;433;1821;1718;-359;2006-07;2006;Milwaukee Bucks;99,65853658536585;21,597560975609756;39,18292682926829;17,951219512195124;6,390243902439025
538;Boston Celtics;82;24;58;0,293;3971;7857;2858;6454;44,3;471;1283;36,7;1670;2178;76,7;918;2391;3309;1630;1350;589;382;449;1971;1757;-280;2006-07;2006;Boston Celtics;95,8170731707317;19,878048780487806;40,353658536585364;15,646341463414634;5,7439024390243905
539;Memphis Grizzlies;82;22;60;0,268;3996;8331;2998;6448;46,5;500;1362;36,7;1835;2410;76,1;866;2375;3241;1680;1343;564;407;450;1827;1992;-422;2006-07;2006;Memphis Grizzlies;101,59756097560975;20,48780487804878;39,52439024390244;16,609756097560975;6,097560975609756
540;Detroit Pistons;82;64;18;0,78;3966;7941;2983;6558;45,5;557;1451;38,4;1418;1950;72,7;975;2347;3322;1971;931;580;490;285;1513;1710;547;2005-06;2005;Detroit Pistons;96,84146341463415;24,036585365853657;40,51219512195122;17,695121951219512;6,7926829268292686
541;San Antonio Spurs;82;63;19;0,768;3961;7837;2993;6342;47,2;524;1362;38,5;1327;1891;70,2;851;2548;3399;1717;1126;543;467;343;1714;1689;559;2005-06;2005;San Antonio Spurs;95,57317073170732;20,9390243902439;41,451219512195124;16,609756097560975;6,390243902439025
542;Dallas Mavericks;82;60;22;0,732;3976;8130;2948;6375;46,2;416;1113;37,4;1818;2322;78,3;1030;2431;3461;1473;1112;593;488;400;1834;1938;498;2005-06;2005;Dallas Mavericks;99,14634146341463;17,963414634146343;42,207317073170735;13,573170731707316;5,073170731707317
543;Phoenix Suns;82;54;28;0,659;3991;8886;3430;7167;47,9;837;2097;39,9;1189;1475;80,6;778;2650;3428;2179;1088;549;412;282;1683;1623;455;2005-06;2005;Phoenix Suns;108,36585365853658;26,573170731707318;41,80487804878049;25,573170731707318;10,207317073170731
544;Miami Heat;82;52;30;0,634;3951;8191;3039;6355;47,8;497;1441;34,5;1616;2310;70,0;858;2675;3533;1692;1186;522;442;298;1871;1938;317;2005-06;2005;Miami Heat;99,89024390243902;20,634146341463413;43,08536585365854;17,573170731707318;6,060975609756097
545;Cleveland Cavaliers;82;50;32;0,61;3966;8002;2908;6412;45,4;497;1465;33,9;1689;2318;72,9;959;2511;3470;1560;1137;567;392;357;1733;1842;183;2005-06;2005;Cleveland Cavaliers;97,58536585365853;19,024390243902438;42,31707317073171;17,865853658536587;6,060975609756097
546;Memphis Grizzlies;82;49;33;0,598;3971;7558;2746;6125;44,8;590;1578;37,4;1476;2077;71,1;834;2379;3213;1586;1134;600;442;456;1757;1867;303;2005-06;2005;Memphis Grizzlies;92,17073170731707;19,341463414634145;39,18292682926829;19,24390243902439;7,195121951219512
547;New Jersey Nets;82;49;33;0,598;3956;7691;2778;6317;44,0;477;1447;33,0;1658;2187;75,8;822;2539;3361;1884;1119;558;278;329;1903;1889;112;2005-06;2005;Brooklyn Nets;93,79268292682927;22,975609756097562;40,98780487804878;17,646341463414632;5,817073170731708
548;Los Angeles Clippers;82;47;35;0,573;3961;7970;2993;6443;46,5;290;843;34,4;1694;2142;79,1;828;2704;3532;1708;1185;534;503;355;1872;1777;129;2005-06;2005;LA Clippers;97,1951219512195;20,829268292682926;43,073170731707314;10,28048780487805;3,5365853658536586
549;Los Angeles Lakers;82;45;37;0,549;3971;8154;2992;6607;45,3;552;1583;34,9;1618;2172;74,5;970;2488;3458;1734;1143;628;350;354;1894;1925;205;2005-06;2005;Los Angeles Lakers;99,4390243902439;21,146341463414632;42,170731707317074;19,304878048780488;6,7317073170731705
550;Denver Nuggets;82;44;38;0,537;3986;8227;3078;6672;46,1;350;1076;32,5;1721;2312;74,4;903;2486;3389;1921;1216;698;463;436;1863;1911;19;2005-06;2005;Denver Nuggets;100,32926829268293;23,426829268292682;41,329268292682926;13,121951219512194;4,2682926829268295
551;Sacramento Kings;82;44;38;0,537;3966;8106;2954;6500;45,4;494;1408;35,1;1704;2173;78,4;852;2473;3325;1825;1199;608;299;403;1672;1870;126;2005-06;2005;Sacramento Kings;98,85365853658537;22,25609756097561;40,548780487804876;17,170731707317074;6,024390243902439
552;Washington Wizards;82;42;40;0,512;3966;8336;2975;6656;44,7;497;1394;35,7;1889;2496;75,7;1035;2344;3379;1523;1143;658;339;341;1855;2053;152;2005-06;2005;Washington Wizards;101,65853658536585;18,573170731707318;41,207317073170735;17,0;6,060975609756097
553;Chicago Bulls;82;41;41;0,5;3981;8020;3004;6737;44,6;560;1477;37,9;1452;1967;73,8;906;2602;3508;1804;1224;508;345;420;2038;1882;52;2005-06;2005;Chicago Bulls;97,8048780487805;22,0;42,78048780487805;18,01219512195122;6,829268292682927
554;Indiana Pacers;82;41;41;0,5;3946;7699;2786;6274;44,4;536;1536;34,9;1591;2158;73,7;898;2559;3457;1631;1254;598;409;399;1821;1800;155;2005-06;2005;Indiana Pacers;93,89024390243902;19,890243902439025;42,15853658536585;18,73170731707317;6,536585365853658
555;Utah Jazz;82;41;41;0,5;3976;7573;2744;6207;44,2;311;925;33,6;1774;2466;71,9;1071;2380;3451;1772;1290;524;492;463;2032;2104;-216;2005-06;2005;Utah Jazz;92,35365853658537;21,609756097560975;42,08536585365854;11,28048780487805;3,792682926829268
556;Milwaukee Bucks;82;40;42;0,488;3971;8020;2976;6566;45,3;507;1335;38,0;1561;2115;73,8;929;2448;3377;1769;1197;597;270;414;1902;1937;-85;2005-06;2005;Milwaukee Bucks;97,8048780487805;21,573170731707318;41,18292682926829;16,28048780487805;6,182926829268292
557;New Orleans/Oklahoma City Hornets;82;38;44;0,463;3961;7611;2831;6428;44,0;300;885;33,9;1649;2176;75,8;918;2379;3297;1519;1095;611;311;432;1786;1910;-231;2005-06;2005;New Orleans Pelicans;92,8170731707317;18,524390243902438;40,207317073170735;10,792682926829269;3,658536585365854
558;Philadelphia 76ers;82;38;44;0,463;3981;8147;3001;6546;45,8;375;1031;36,4;1770;2330;76,0;873;2425;3298;1653;1159;651;404;386;1712;1898;-160;2005-06;2005;Philadelphia 76ers;99,35365853658537;20,158536585365855;40,21951219512195;12,573170731707316;4,573170731707317
559;Orlando Magic;82;36;46;0,439;3981;7784;2911;6167;47,2;299;796;37,6;1663;2277;73,0;892;2402;3294;1495;1240;532;362;386;1908;1899;-88;2005-06;2005;Orlando Magic;94,92682926829268;18,23170731707317;40,170731707317074;9,707317073170731;3,6463414634146343
560;Seattle SuperSonics;82;35;47;0,427;3966;8411;3077;6711;45,9;605;1631;37,1;1652;2104;78,5;1013;2233;3246;1696;1208;622;306;399;1933;1820;-248;2005-06;2005;Oklahoma City Thunder;102,57317073170732;20,682926829268293;39,58536585365854;19,890243902439025;7,378048780487805
561;Golden State Warriors;82;34;48;0,415;3966;8076;2939;6785;43,3;625;1832;34,1;1573;2190;71,8;980;2485;3465;1694;1156;604;356;409;1941;1918;-111;2005-06;2005;Golden State Warriors;98,48780487804878;20,658536585365855;42,25609756097561;22,341463414634145;7,621951219512195
562;Houston Rockets;82;34;48;0,415;3966;7387;2708;6252;43,3;469;1414;33,2;1502;1980;75,9;849;2565;3414;1580;1193;588;320;373;1863;1716;-130;2005-06;2005;Houston Rockets;90,08536585365853;19,26829268292683;41,63414634146341;17,24390243902439;5,719512195121951
563;Boston Celtics;82;33;49;0,402;3976;8033;2951;6322;46,7;467;1290;36,2;1664;2204;75,5;813;2432;3245;1716;1359;578;422;404;2033;1837;-126;2005-06;2005;Boston Celtics;97,96341463414635;20,926829268292682;39,573170731707314;15,731707317073171;5,695121951219512
564;Minnesota Timberwolves;82;33;49;0,402;3971;7522;2888;6340;45,6;310;942;32,9;1436;1895;75,8;811;2422;3233;1716;1189;559;471;374;1889;1736;-154;2005-06;2005;Minnesota Timberwolves;91,73170731707317;20,926829268292682;39,426829268292686;11,487804878048781;3,7804878048780486
565;Toronto Raptors;82;27;55;0,329;3991;8287;3013;6639;45,4;608;1620;37,5;1653;2089;79,1;864;2291;3155;1593;1071;529;272;359;1965;1834;-245;2005-06;2005;Toronto Raptors;101,0609756097561;19,426829268292682;38,47560975609756;19,75609756097561;7,414634146341464
566;Atlanta Hawks;82;26;56;0,317;3976;7972;2946;6496;45,4;424;1154;36,7;1656;2207;75,0;1069;2232;3301;1625;1284;587;394;422;2054;1855;-390;2005-06;2005;Atlanta Hawks;97,21951219512195;19,817073170731707;40,25609756097561;14,073170731707316;5,170731707317073
567;Charlotte Bobcats;82;26;56;0,317;3981;7943;2961;6843;43,3;428;1261;33,9;1593;2186;72,9;990;2270;3260;1717;1167;822;354;441;1960;1929;-328;2005-06;2005;Charlotte Hornets;96,86585365853658;20,9390243902439;39,75609756097561;15,378048780487806;5,219512195121951
568;New York Knicks;82;23;59;0,28;3986;7842;2822;6205;45,5;320;884;36,2;1878;2587;72,6;1033;2360;3393;1468;1449;555;271;436;2157;2051;-525;2005-06;2005;New York Knicks;95,63414634146342;17,902439024390244;41,3780487804878;10,78048780487805;3,902439024390244
569;Portland Trail Blazers;82;21;61;0,256;3946;7285;2791;6267;44,5;364;1042;34,9;1339;1944;68,9;886;2203;3089;1490;1205;529;435;403;1828;1704;-775;2005-06;2005;Portland Trail Blazers;88,84146341463415;18,170731707317074;37,670731707317074;12,707317073170731;4,439024390243903
570;Phoenix Suns;82;62;20;0,756;3956;9054;3351;7018;47,7;796;2026;39,3;1556;2080;74,8;967;2652;3619;1927;1125;572;453;342;1563;1;584;2004-05;2004;Phoenix Suns;110,41463414634147;23,5;44,13414634146341;24,70731707317073;9,707317073170731
571;Miami Heat;82;59;23;0,72;3996;8327;3097;6368;48,6;475;1260;37,7;1658;2466;67,2;887;2639;3526;1791;1127;528;474;264;1814;0;535;2004-05;2004;Miami Heat;101,54878048780488;21,841463414634145;43,0;15,365853658536585;5,7926829268292686
572;San Antonio Spurs;82;59;23;0,72;3961;7888;2923;6450;45,3;507;1395;36,3;1535;2120;72,4;987;2489;3476;1770;1126;613;543;421;1717;4;640;2004-05;2004;San Antonio Spurs;96,1951219512195;21,585365853658537;42,390243902439025;17,01219512195122;6,182926829268292
573;Dallas Mavericks;82;58;24;0,707;3946;8405;3058;6691;45,7;463;1273;36,4;1826;2314;78,9;990;2530;3520;1610;1102;708;461;399;1827;3;471;2004-05;2004;Dallas Mavericks;102,5;19,634146341463413;42,926829268292686;15,524390243902438;5,646341463414634
574;Detroit Pistons;82;54;28;0,659;3991;7653;2851;6421;44,4;363;1053;34,5;1588;2150;73,9;1054;2507;3561;1787;1133;576;497;367;1638;3;317;2004-05;2004;Detroit Pistons;93,32926829268293;21,79268292682927;43,426829268292686;12,841463414634147;4,426829268292683
575;Seattle SuperSonics;82;52;30;0,634;3951;8113;2882;6498;44,4;666;1824;36,5;1683;2131;79,0;1041;2311;3352;1487;1113;553;338;390;1944;12;188;2004-05;2004;Oklahoma City Thunder;98,9390243902439;18,134146341463413;40,8780487804878;22,24390243902439;8,121951219512194
576;Houston Rockets;82;51;31;0,622;3971;7796;2846;6419;44,3;553;1521;36,4;1551;1986;78,1;874;2601;3475;1733;1135;563;378;335;1807;0;331;2004-05;2004;Houston Rockets;95,07317073170732;21,134146341463413;42,3780487804878;18,548780487804876;6,7439024390243905
577;Sacramento Kings;82;50;32;0,61;3971;8505;3203;6978;45,9;522;1396;37,4;1577;2004;78,7;1023;2455;3478;2005;1073;674;316;365;1685;3;177;2004-05;2004;Sacramento Kings;103,71951219512195;24,451219512195124;42,41463414634146;17,024390243902438;6,365853658536586
578;Denver Nuggets;82;49;33;0,598;3951;8161;3038;6615;45,9;320;940;34,0;1765;2313;76,3;967;2473;3440;1958;1224;750;489;458;1878;6;166;2004-05;2004;Denver Nuggets;99,52439024390245;23,878048780487806;41,951219512195124;11,463414634146341;3,902439024390244
579;Chicago Bulls;82;47;35;0,573;3966;7745;2849;6592;43,2;511;1433;35,7;1536;2048;75,0;1001;2591;3592;1743;1371;576;369;434;2028;5;87;2004-05;2004;Chicago Bulls;94,45121951219512;21,25609756097561;43,80487804878049;17,475609756097562;6,2317073170731705
580;Boston Celtics;82;45;37;0,549;3976;8304;3046;6511;46,8;437;1252;34,9;1775;2323;76,4;909;2438;3347;1810;1297;667;423;402;2000;3;71;2004-05;2004;Boston Celtics;101,26829268292683;22,073170731707318;40,81707317073171;15,268292682926829;5,329268292682927
581;Memphis Grizzlies;82;45;37;0,549;3941;7661;2802;6271;44,7;531;1486;35,7;1526;2024;75,4;887;2307;3194;1716;1197;699;476;476;1910;3;188;2004-05;2004;Memphis Grizzlies;93,42682926829268;20,926829268292682;38,951219512195124;18,121951219512194;6,475609756097561
582;Washington Wizards;82;45;37;0,549;3956;8241;2966;6794;43,7;514;1498;34,3;1795;2476;72,5;1133;2374;3507;1563;1172;716;347;412;1807;1;-27;2004-05;2004;Washington Wizards;100,5;19,0609756097561;42,76829268292683;18,26829268292683;6,2682926829268295
583;Indiana Pacers;82;44;38;0,537;3981;7626;2668;6169;43,2;542;1575;34,4;1748;2206;79,2;868;2418;3286;1489;1173;615;357;398;1890;6;62;2004-05;2004;Indiana Pacers;93,0;18,158536585365855;40,073170731707314;19,20731707317073;6,609756097560975
584;Minnesota Timberwolves;82;44;38;0,537;3951;7934;3045;6629;45,9;395;1145;34,5;1449;1820;79,6;947;2580;3527;1918;1079;460;447;323;1774;3;119;2004-05;2004;Minnesota Timberwolves;96,7560975609756;23,390243902439025;43,01219512195122;13,963414634146341;4,817073170731708
585;Philadelphia 76ers;82;43;39;0,524;3971;8128;2946;6736;43,7;505;1453;34,8;1731;2194;78,9;909;2536;3445;1710;1274;756;321;383;1878;4;-61;2004-05;2004;Philadelphia 76ers;99,1219512195122;20,853658536585368;42,01219512195122;17,71951219512195;6,158536585365853
586;Cleveland Cavaliers;82;42;40;0,512;3971;7914;2990;6687;44,7;300;904;33,2;1634;2174;75,2;1117;2352;3469;1851;1141;654;461;419;1850;4;65;2004-05;2004;Cleveland Cavaliers;96,51219512195122;22,573170731707318;42,30487804878049;11,024390243902438;3,658536585365854
587;New Jersey Nets;82;42;40;0,512;3981;7496;2753;6419;42,9;435;1203;36,2;1555;2039;76,3;855;2387;3242;1772;1164;650;308;402;1985;1;-123;2004-05;2004;Brooklyn Nets;91,41463414634147;21,609756097560975;39,53658536585366;14,670731707317072;5,304878048780488
588;Los Angeles Clippers;82;37;45;0,451;4006;7849;2924;6368;45,9;231;669;34,5;1770;2274;77,8;980;2455;3435;1901;1290;599;422;393;1819;2;-63;2004-05;2004;LA Clippers;95,71951219512195;23,182926829268293;41,890243902439025;8,158536585365853;2,817073170731707
589;Orlando Magic;82;36;46;0,439;3941;8160;3034;6679;45,4;320;916;34,9;1772;2335;75,9;1038;2544;3582;1583;1322;633;441;354;1937;2;-184;2004-05;2004;Orlando Magic;99,51219512195122;19,304878048780488;43,68292682926829;11,170731707317072;3,902439024390244
590;Golden State Warriors;82;34;48;0,415;3981;8094;3029;7039;43,0;624;1774;35,2;1412;1955;72,2;1069;2436;3505;1811;1112;642;420;417;1833;2;-177;2004-05;2004;Golden State Warriors;98,70731707317073;22,085365853658537;42,74390243902439;21,634146341463413;7,609756097560975
591;Los Angeles Lakers;82;34;48;0,415;3956;8095;2895;6629;43,7;644;1813;35,5;1661;2137;77,7;1028;2511;3539;1672;1176;508;344;420;1794;1;-243;2004-05;2004;Los Angeles Lakers;98,71951219512195;20,390243902439025;43,15853658536585;22,109756097560975;7,853658536585366
592;New York Knicks;82;33;49;0,402;3976;7977;2978;6599;45,1;441;1240;35,6;1580;2060;76,7;965;2393;3358;1665;1204;629;260;389;1942;5;-200;2004-05;2004;New York Knicks;97,28048780487805;20,304878048780488;40,951219512195124;15,121951219512194;5,378048780487805
593;Toronto Raptors;82;33;49;0,402;3961;8178;2952;6656;44,4;648;1681;38,5;1626;2101;77,4;844;2444;3288;1670;1087;621;317;360;1876;2;-133;2004-05;2004;Toronto Raptors;99,73170731707317;20,365853658536587;40,09756097560975;20,5;7,902439024390244
594;Milwaukee Bucks;82;30;52;0,366;3956;7973;2964;6580;45,0;325;925;35,1;1720;2229;77,2;985;2405;3390;1720;1132;529;289;370;1797;5;-245;2004-05;2004;Milwaukee Bucks;97,23170731707317;20,975609756097562;41,34146341463415;11,28048780487805;3,9634146341463414
595;Portland Trail Blazers;82;27;55;0,329;3946;7621;2896;6422;45,1;420;1161;36,2;1409;1944;72,5;970;2404;3374;1722;1308;583;544;414;1703;5;-328;2004-05;2004;Portland Trail Blazers;92,9390243902439;21,0;41,146341463414636;14,158536585365853;5,121951219512195
596;Utah Jazz;82;26;56;0,317;3956;7625;2828;6301;44,9;250;762;32,8;1719;2272;75,7;1047;2243;3290;1826;1292;541;374;474;2189;1;-350;2004-05;2004;Utah Jazz;92,98780487804878;22,26829268292683;40,1219512195122;9,292682926829269;3,048780487804878
597;Charlotte Bobcats;82;18;64;0,22;3976;7729;2961;6859;43,2;320;881;36,3;1487;2096;70,9;1083;2335;3418;1794;1192;695;440;446;1894;4;-491;2004-05;2004;Charlotte Hornets;94,2560975609756;21,878048780487806;41,68292682926829;10,74390243902439;3,902439024390244
598;New Orleans Hornets;82;18;64;0,22;3986;7252;2718;6556;41,5;415;1316;31,5;1401;1830;76,6;1019;2281;3300;1724;1217;550;310;452;1883;4;-580;2004-05;2004;New Orleans Pelicans;88,4390243902439;21,024390243902438;40,24390243902439;16,048780487804876;5,060975609756097
599;Atlanta Hawks;82;13;69;0,159;3971;7605;2942;6672;44,1;304;973;31,2;1417;1994;71,1;1100;2335;3435;1614;1319;629;344;484;2009;1;-796;2004-05;2004;Atlanta Hawks;92,7439024390244;19,682926829268293;41,890243902439025;11,865853658536585;3,707317073170732
600;Indiana Pacers;82;61;21;0,744;3961;7493;2753;6322;43,5;449;1281;35,1;1538;2014;76,4;965;2452;3417;1774;1182;726;411;512;1709;5;472;2003-04;2003;Indiana Pacers;91,3780487804878;21,634146341463413;41,670731707317074;15,621951219512194;5,475609756097561
601;Minnesota Timberwolves;82;58;24;0,707;3951;7753;3033;6571;46,2;326;897;36,3;1361;1743;78,1;875;2645;3520;1890;1043;561;462;296;1731;6;450;2003-04;2003;Minnesota Timberwolves;94,54878048780488;23,048780487804876;42,926829268292686;10,939024390243903;3,975609756097561
602;San Antonio Spurs;82;57;25;0,695;3951;7501;2842;6434;44,2;408;1140;35,8;1409;2069;68,1;1029;2669;3698;1676;1203;661;537;380;1667;2;592;2003-04;2003;San Antonio Spurs;91,47560975609755;20,4390243902439;45,09756097560975;13,902439024390244;4,975609756097561
603;Los Angeles Lakers;82;56;26;0,683;3971;8052;3028;6676;45,4;365;1115;32,7;1631;2352;69,3;1001;2535;3536;1948;1132;682;379;308;1732;5;320;2003-04;2003;Los Angeles Lakers;98,1951219512195;23,75609756097561;43,1219512195122;13,597560975609756;4,451219512195122
604;Sacramento Kings;82;55;27;0,671;3956;8433;3103;6711;46,2;601;1498;40,1;1626;2044;79,5;888;2492;3380;2152;1137;710;325;413;1586;4;411;2003-04;2003;Sacramento Kings;102,84146341463415;26,24390243902439;41,21951219512195;18,26829268292683;7,329268292682927
605;Detroit Pistons;82;54;28;0,659;3956;7388;2747;6314;43,5;333;968;34,4;1561;2074;75,3;1014;2492;3506;1702;1241;659;570;410;1664;4;479;2003-04;2003;Detroit Pistons;90,09756097560975;20,75609756097561;42,75609756097561;11,804878048780488;4,060975609756097
606;Dallas Mavericks;82;52;30;0,634;3961;8626;3322;7230;45,9;507;1456;34,8;1475;1854;79,6;1174;2538;3712;1963;1000;656;437;382;1609;3;364;2003-04;2003;Dallas Mavericks;105,1951219512195;23,9390243902439;45,26829268292683;17,75609756097561;6,182926829268292
607;Memphis Grizzlies;82;50;32;0,61;3976;7930;2963;6657;44,5;447;1314;34,0;1557;2143;72,7;1047;2381;3428;1915;1226;795;565;461;1903;4;200;2003-04;2003;Memphis Grizzlies;96,70731707317073;23,353658536585368;41,80487804878049;16,024390243902438;5,451219512195122
608;New Jersey Nets;82;47;35;0,573;3941;7401;2813;6372;44,1;377;1123;33,6;1398;1856;75,3;862;2473;3335;2009;1209;709;322;374;1722;5;205;2003-04;2003;Brooklyn Nets;90,2560975609756;24,5;40,670731707317074;13,695121951219512;4,597560975609756
609;Houston Rockets;82;45;37;0,549;3986;7362;2738;6195;44,2;515;1406;36,6;1371;1774;77,3;847;2647;3494;1579;1373;560;443;359;1762;3;142;2003-04;2003;Houston Rockets;89,78048780487805;19,25609756097561;42,609756097560975;17,146341463414632;6,280487804878049
610;Denver Nuggets;82;43;39;0,524;3946;7972;2993;6763;44,3;331;985;33,6;1655;2159;76,7;1083;2387;3470;1794;1278;745;520;479;1804;6;88;2003-04;2003;Denver Nuggets;97,21951219512195;21,878048780487806;42,31707317073171;12,012195121951219;4,036585365853658
611;Miami Heat;82;42;40;0,512;3951;7402;2729;6417;42,5;485;1357;35,7;1459;1915;76,2;940;2459;3399;1565;1137;590;313;439;1812;4;43;2003-04;2003;Miami Heat;90,26829268292683;19,085365853658537;41,451219512195124;16,548780487804876;5,914634146341464
612;Utah Jazz;82;42;40;0,512;3956;7271;2690;6172;43,6;252;786;32,1;1639;2196;74,6;1103;2272;3375;1671;1365;581;494;530;2096;5;-100;2003-04;2003;Utah Jazz;88,67073170731707;20,378048780487806;41,15853658536585;9,585365853658537;3,073170731707317
613;Milwaukee Bucks;82;41;41;0,5;3956;8039;2970;6650;44,7;401;1145;35,0;1698;2192;77,5;960;2502;3462;1872;1110;554;383;406;1668;3;87;2003-04;2003;Milwaukee Bucks;98,03658536585365;22,829268292682926;42,21951219512195;13,963414634146341;4,890243902439025
614;New Orleans Hornets;82;41;41;0,5;3966;7529;2772;6605;42,0;531;1666;31,9;1454;1937;75,1;1091;2418;3509;1716;1228;708;346;429;1715;7;-11;2003-04;2003;New Orleans Pelicans;91,8170731707317;20,926829268292682;42,792682926829265;20,317073170731707;6,475609756097561
615;Portland Trail Blazers;82;41;41;0,5;3996;7440;2898;6467;44,8;381;1102;34,6;1263;1728;73,1;1040;2376;3416;1768;1213;613;443;390;1554;4;-104;2003-04;2003;Portland Trail Blazers;90,73170731707317;21,5609756097561;41,65853658536585;13,439024390243903;4,646341463414634
616;New York Knicks;82;39;43;0,476;3976;7542;2881;6513;44,2;406;1115;36,4;1374;1732;79,3;950;2543;3493;1695;1289;608;391;383;1897;3;-121;2003-04;2003;New York Knicks;91,97560975609755;20,670731707317074;42,59756097560975;13,597560975609756;4,951219512195122
617;Golden State Warriors;82;37;45;0,451;3971;7649;2875;6511;44,2;429;1283;33,4;1470;2028;72,5;1002;2533;3535;1681;1211;576;389;418;1691;2;-60;2003-04;2003;Golden State Warriors;93,28048780487805;20,5;43,109756097560975;15,646341463414634;5,2317073170731705
618;Seattle SuperSonics;82;37;45;0,451;3961;7964;2939;6590;44,6;723;1936;37,3;1363;1782;76,5;907;2318;3225;1782;1188;661;387;387;1784;5;-52;2003-04;2003;Oklahoma City Thunder;97,1219512195122;21,73170731707317;39,329268292682926;23,609756097560975;8,817073170731707
619;Boston Celtics;82;36;46;0,439;3941;7811;2843;6415;44,3;553;1599;34,6;1572;2095;75,0;851;2440;3291;1683;1332;770;331;408;1837;2;-119;2003-04;2003;Boston Celtics;95,2560975609756;20,524390243902438;40,13414634146341;19,5;6,7439024390243905
620;Cleveland Cavaliers;82;35;47;0,427;3971;7619;2922;6753;43,3;247;786;31,4;1528;2030;75,3;1118;2619;3737;1808;1216;585;537;434;1743;2;-215;2003-04;2003;Cleveland Cavaliers;92,91463414634147;22,048780487804876;45,573170731707314;9,585365853658537;3,0121951219512195
621;Philadelphia 76ers;82;33;49;0,402;3971;7215;2682;6260;42,8;339;992;34,2;1512;2009;75,3;941;2408;3349;1640;1307;654;358;463;1701;1;-204;2003-04;2003;Philadelphia 76ers;87,98780487804878;20,0;40,84146341463415;12,097560975609756;4,134146341463414
622;Toronto Raptors;82;33;49;0,402;3996;7006;2654;6348;41,8;461;1294;35,6;1237;1650;75,0;830;2419;3249;1574;1165;604;402;333;1748;2;-247;2003-04;2003;Toronto Raptors;85,4390243902439;19,195121951219512;39,6219512195122;15,78048780487805;5,621951219512195
623;Phoenix Suns;82;29;53;0,354;3946;7723;2958;6671;44,3;415;1202;34,5;1392;1865;74,6;924;2406;3330;1586;1249;734;383;431;1862;3;-307;2003-04;2003;Phoenix Suns;94,1829268292683;19,341463414634145;40,609756097560975;14,658536585365853;5,060975609756097
624;Atlanta Hawks;82;28;54;0,341;3981;7611;2829;6529;43,3;419;1249;33,5;1534;1976;77,6;996;2507;3503;1648;1350;627;408;416;1826;3;-381;2003-04;2003;Atlanta Hawks;92,8170731707317;20,097560975609756;42,71951219512195;15,231707317073171;5,109756097560975
625;Los Angeles Clippers;82;28;54;0,341;3961;7771;2817;6579;42,8;329;1024;32,1;1808;2302;78,5;1149;2416;3565;1653;1344;594;376;437;1816;3;-376;2003-04;2003;LA Clippers;94,76829268292683;20,158536585365855;43,47560975609756;12,487804878048781;4,012195121951219
626;Washington Wizards;82;25;57;0,305;3966;7531;2759;6557;42,1;434;1270;34,2;1579;2211;71,4;1115;2392;3507;1537;1439;733;406;448;1712;3;-459;2003-04;2003;Washington Wizards;91,84146341463415;18,74390243902439;42,76829268292683;15,487804878048781;5,2926829268292686
627;Chicago Bulls;82;23;59;0,28;3966;7355;2798;6753;41,4;429;1256;34,2;1330;1834;72,5;1048;2519;3567;1793;1321;659;396;446;1911;3;-521;2003-04;2003;Chicago Bulls;89,6951219512195;21,865853658536587;43,5;15,317073170731707;5,2317073170731705
628;Orlando Magic;82;21;61;0,256;3966;7711;2904;6768;42,9;429;1248;34,4;1474;2000;73,7;1003;2350;3353;1584;1123;547;308;450;1744;4;-576;2003-04;2003;Orlando Magic;94,03658536585365;19,317073170731707;40,890243902439025;15,21951219512195;5,2317073170731705
629;Dallas Mavericks;82;60;22;0,732;3956;8444;3161;6982;45,3;636;1668;38,1;1486;1793;82,9;912;2544;3456;1837;948;666;449;322;1730;8;638;2002-03;2002;Dallas Mavericks;102,97560975609755;22,402439024390244;42,146341463414636;20,341463414634145;7,7560975609756095
630;San Antonio Spurs;82;60;22;0,732;3966;7856;2908;6297;46,2;449;1270;35,4;1591;2194;72,5;939;2556;3495;1636;1295;629;529;422;1672;4;444;2002-03;2002;San Antonio Spurs;95,8048780487805;19,951219512195124;42,6219512195122;15,487804878048781;5,475609756097561
631;Sacramento Kings;82;59;23;0,72;3966;8342;3242;6990;46,4;491;1288;38,1;1367;1832;74,6;900;2751;3651;2034;1192;736;457;356;1666;0;533;2002-03;2002;Sacramento Kings;101,73170731707317;24,804878048780488;44,52439024390244;15,707317073170731;5,987804878048781
632;Minnesota Timberwolves;82;51;31;0,622;3961;8046;3172;6809;46,6;296;804;36,8;1406;1826;77,0;959;2614;3573;2070;1124;553;433;405;1704;4;170;2002-03;2002;Minnesota Timberwolves;98,1219512195122;25,24390243902439;43,573170731707314;9,804878048780488;3,6097560975609757
633;Detroit Pistons;82;50;32;0,61;3981;7492;2700;6277;43,0;533;1488;35,8;1559;2021;77,1;883;2445;3328;1620;1104;556;468;355;1748;13;302;2002-03;2002;Detroit Pistons;91,36585365853658;19,75609756097561;40,58536585365854;18,146341463414632;6,5
